% Model,sim7_Out_t.mph,,,,,,,,,,,,,,
% Version,COMSOL 5.5.0.359,,,,,,,,,,,,,,
% Date,"Mar 7 2022, 14:35",,,,,,,,,,,,,,
% Dimension,2,,,,,,,,,,,,,,
% Nodes,10649,,,,,,,,,,,,,,
% Expressions,14,,,,,,,,,,,,,,
% Description,Temperature,,,,,,,,,,,,,,
% Length unit,m,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383
% r,z,T (K) @ thermalCo=0.6259,T (K) @ thermalCo=0.63216,T (K) @ thermalCo=0.63842,T (K) @ thermalCo=0.64468,T (K) @ thermalCo=0.65095,T (K) @ thermalCo=0.65721,T (K) @ thermalCo=0.66347,T (K) @ thermalCo=0.66973,T (K) @ thermalCo=0.67599,T (K) @ thermalCo=0.68225,T (K) @ thermalCo=0.68852,T (K) @ thermalCo=0.69478,T (K) @ thermalCo=0.70104,T (K) @ thermalCo=0.7073
0,0,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383,0.5383
0.00225,0.969908903,334.5411546,334.4212313,334.3248747,334.1830339,334.05809,333.9653256,333.8221087,333.7533104,333.6215535,333.5248205,333.4149373,333.3348471,333.2519778,333.1275565
0.00225,0.97,334.3942982,334.2761834,334.1818097,334.0417403,333.9185648,333.8273575,333.6859631,333.6189467,333.4887848,333.3936109,333.2853451,333.2068699,333.1253671,333.0024013
0.00225,0.969817806,334.4774596,334.3587415,334.2631641,334.1223916,333.9984272,333.9069333,333.7644182,333.6963042,333.5654906,333.4696846,333.3605432,333.2811151,333.1992979,333.0756997
0.00225,0.969726709,334.4627309,334.3441227,334.2482802,334.1075425,333.9835541,333.8923013,333.7495795,333.6812416,333.5504671,333.454696,333.3454518,333.2658844,333.1842609,333.0606765
0.00225,0.969635612,334.4679851,334.3494891,334.2533354,334.1126172,333.9885786,333.8975369,333.7545808,333.6859624,333.5551971,333.4594131,333.35002,333.270278,333.1887905,333.0651586
0.00225,0.969544515,334.4618606,334.3436254,334.2473136,334.1067612,333.9828167,333.8921263,333.7490778,333.6803196,333.5496991,333.4540372,333.3446275,333.264841,333.183618,333.0600647
0.00225,0.969453418,334.4602738,334.3422039,334.2456748,334.1052041,333.9812758,333.8908574,333.7476435,333.6786912,333.5481384,333.4525355,333.3430458,333.2631398,333.1821261,333.0585978
0.00225,0.969362322,334.4568392,334.3389725,334.2422567,334.1019009,333.9780207,333.8878839,333.7445532,333.6754365,333.5449827,333.4494589,333.3399205,333.2599387,333.1791384,333.0556515
0.00225,0.969271225,334.4550448,334.3373549,334.2404275,334.10016,333.9763022,333.8864185,333.7429493,333.6736478,333.5432687,333.4478026,333.3381942,333.2581129,333.1775055,333.0540408
0.00225,0.969180128,334.4529198,334.3354325,334.2382857,334.0981235,333.9742997,333.8846935,333.7410872,333.6715949,333.5413051,333.4459069,333.3362313,333.2560561,333.1756555,333.0522195
0.00225,0.969089031,334.4506633,334.3334102,334.2360116,334.0959723,333.9721897,333.8829003,333.7391421,333.6694307,333.539247,333.4439239,333.3341743,333.2539029,333.173731,333.0503244
0.00225,0.968997934,334.4479285,334.3309177,334.2332753,334.0933655,333.9696303,333.8806582,333.736761,333.6668379,333.5367668,333.441525,333.3317095,333.2513467,333.1714114,333.0480387
0.00225,0.968906837,334.4448969,334.3281096,334.2302449,334.0904534,333.9667613,333.8780626,333.7340552,333.6639408,333.5339753,333.4388056,333.3289347,333.2484966,333.1687709,333.045426
0.00225,0.96881574,334.4421777,334.3255528,334.2275172,334.0878041,333.9641348,333.8755945,333.7315312,333.661275,333.5313828,333.4362531,333.3263442,333.2458594,333.1662635,333.0429247
0.00225,0.968724643,334.440742,334.3242812,334.2260585,334.0864194,333.962765,333.8744075,333.7302542,333.6598421,333.5300134,333.4349267,333.3249647,333.2444005,333.1649552,333.0416242
0.00225,0.968633546,334.4389397,334.3226788,334.2242612,334.0847224,333.961101,333.8730328,333.7287343,333.6581546,333.5284054,333.4334043,333.3233803,333.2426881,333.1634891,333.0402064
0.00225,0.968542449,334.4367504,334.320684,334.2220767,334.0826338,333.959045,333.8712448,333.7268174,333.656077,333.5264078,333.4314863,333.3214063,333.2406019,333.1616316,333.0383949
0.00225,0.968451352,334.4337915,334.3179001,334.219118,334.0797582,333.9561968,333.8686367,333.72409,333.6532039,333.5236049,333.4287543,333.3186222,333.237715,333.1589495,333.0357567
0.00225,0.968360255,334.4311234,334.3154701,334.2164359,334.07719,333.9536631,333.8663902,333.7217087,333.6506129,333.5211128,333.4263346,333.3161334,333.2351241,333.1565809,333.0334193
0.00225,0.968269159,334.4284027,334.3129688,334.2137142,334.0745732,333.9510799,333.864061,333.71927,333.6479917,333.5185836,333.423875,333.3136178,333.2325163,333.154181,333.0310508
0.00225,0.968178062,334.4258604,334.3106285,334.2111658,334.0721176,333.9486511,333.8618575,333.7169677,333.6455196,333.5161927,333.4215459,333.3112366,333.2300442,333.1519005,333.0287976
0.00225,0.968086965,334.4237615,334.3087393,334.2090534,334.0700972,333.9466538,333.8600829,333.7150923,333.6434648,333.5142179,333.4196293,333.3092645,333.2279759,333.1500226,333.0269422
0.00225,0.967995868,334.4211573,334.3063625,334.2064477,334.0675952,333.9441831,333.8578532,333.7127637,333.6409522,333.5117965,333.4172743,333.3068577,333.2254753,333.1477275,333.0246751
0.00225,0.967904771,334.4187253,334.3041303,334.2040016,334.0652325,333.9418401,333.8556941,333.7105309,333.638551,333.5094714,333.4149954,333.3045337,333.2230737,333.1454878,333.0224477
0.00225,0.967813674,334.4164782,334.3021034,334.2017412,334.0630658,333.9396961,333.853767,333.7085108,333.6363457,333.5073486,333.4129276,333.3024137,333.2208601,333.1434615,333.0204384
0.00225,0.967722577,334.4143639,334.3002105,334.1996115,334.0610293,333.9376809,333.8519672,333.7066171,333.6342645,333.5053492,333.4109826,333.3004148,333.2187655,333.1415536,333.018547
0.00225,0.96763148,334.4124018,334.2984711,334.1976357,334.059148,333.9358211,333.8503318,333.7048806,333.63234,333.503506,333.4091977,333.2985737,333.2168211,333.1398051,333.0168189
0.00225,0.967540383,334.4104793,334.2967683,334.1957031,334.0573084,333.9340024,333.8487369,333.7031834,333.6304614,333.501706,333.4074589,333.2967796,333.2149194,333.138103,333.0151416
0.00225,0.967449286,334.4089107,334.2954155,334.1941172,334.0558129,333.9325247,333.8474901,333.7018215,333.6289142,333.5002333,333.4060484,333.2953074,333.2133298,333.1367182,333.0137837
0.00225,0.967358189,334.4075895,334.294324,334.1927777,334.0545724,333.9313047,333.8465324,333.7007282,333.6276211,333.4990204,333.4049065,333.2940952,333.2119864,333.1356027,333.0127023
0.00225,0.967267092,334.4056231,334.2925905,334.1907988,334.0526975,333.9294545,333.8449563,333.6990128,333.6257067,333.4971906,333.4031537,333.2922715,333.2100335,333.1338844,333.011025
0.00225,0.967175995,334.4035439,334.2907577,334.188698,334.0507045,333.9274848,333.8432584,333.6971778,333.6236554,333.4952293,333.4012645,333.2903063,333.207945,333.1320226,333.0091972
0.00225,0.967084899,334.4018148,334.2892641,334.1869482,334.0490559,333.9258555,333.8418945,333.6956738,333.6219448,333.4936003,333.3997088,333.288674,333.2061791,333.1304864,333.0076991
0.00225,0.966993802,334.399808,334.2875007,334.1849341,334.0471496,333.9239734,333.8402887,333.693929,333.6199989,333.4917403,333.3979322,333.286824,333.2041913,333.1287449,333.0060063
0.00225,0.966902705,334.3976035,334.285476,334.1827207,334.0450157,333.9218534,333.8383877,333.6919057,333.6178225,333.4896239,333.3958875,333.284714,333.2019583,333.1267155,333.0040276
0.00225,0.966811608,334.3960373,334.284049,334.1811276,334.0434818,333.9203205,333.8370493,333.6904333,333.6162128,333.4880516,333.3943761,333.283129,333.2002472,333.1251819,333.0025407
0.00225,0.966720511,334.3945788,334.2828116,334.1796593,334.0421162,333.9189755,333.835993,333.689212,333.614801,333.4867131,333.3931257,333.2817938,333.1987625,333.1239458,333.0013631
0.00225,0.966629414,334.3922975,334.2807613,334.177387,334.0399552,333.9168439,333.8341459,333.6872218,333.6126287,333.4846244,333.3911292,333.279725,333.1965606,333.1219932,332.9994715
0.00225,0.966538317,334.3902431,334.2789472,334.1753386,334.0380208,333.914939,333.8325103,333.6854597,333.6106748,333.4827599,333.3893476,333.2778738,333.1945937,333.1202567,332.9977814
0.00225,0.96644722,334.3879362,334.2768834,334.173063,334.0358678,333.9128274,333.8306635,333.6835115,333.608551,333.4807358,333.3874098,333.2758822,333.1925097,333.1183979,332.995966
0.00225,0.966356123,334.3852466,334.2744499,334.1704052,334.0333391,333.9103438,333.8284456,333.6812029,333.6060567,333.4783517,333.3851097,333.2735322,333.190082,333.1161913,332.993792
0.00225,0.966265026,334.3832815,334.2727379,334.1684381,334.0314899,333.9085223,333.826892,333.6795276,333.6041759,333.4765664,333.3834067,333.2717588,333.1881974,333.1145391,332.9921777
0.00225,0.966173929,334.3814709,334.2711756,334.1666202,334.0297854,333.906842,333.8254658,333.6779842,333.6024276,333.4749096,333.3818274,333.2701083,333.1864376,333.113001,332.9906747
0.00225,0.966082832,334.3793074,334.2692794,334.1644609,334.0277513,333.9048391,333.8237324,333.6761358,333.6003683,333.4729524,333.3799546,333.2681657,333.1843898,333.1111851,332.9888974
0.00225,0.965991736,334.3767709,334.2670036,334.1619294,334.0253413,333.9024597,333.8216063,333.6739062,333.5979338,333.4706188,333.3777006,333.2658457,333.1819748,333.1089877,332.9867353
0.00225,0.965900639,334.3746525,334.2651355,334.1598199,334.023349,333.9004958,333.8198819,333.6720859,333.59592,333.4687003,333.3758608,333.2639434,333.1799794,333.1072046,332.9849859
0.00225,0.965809542,334.3725225,334.2632311,334.1577004,334.0213362,333.8985086,333.818105,333.6702288,333.5938911,333.466758,333.3739902,333.2620188,333.1779754,333.1053901,332.9832007
0.00225,0.965718445,334.3706274,334.2615959,334.1558113,334.0195691,333.8967695,333.8166135,333.6686368,333.5920966,333.4650619,333.3723749,333.2603378,333.1761997,333.103832,332.9816742
0.00225,0.965627348,334.3687718,334.2599949,334.1539688,334.0178482,333.8950789,333.8151682,333.6670962,333.5903623,333.4634265,333.3708218,333.2587236,333.1744948,333.1023445,332.98022
0.00225,0.965536251,334.3663068,334.2577866,334.1515234,334.0155269,333.8927911,333.8131306,333.6649655,333.5880417,333.4612083,333.3686896,333.2565338,333.1722168,333.1002889,332.9782008
0.00225,0.965445154,334.3641792,334.2559142,334.1494053,334.0135281,333.8908188,333.8113884,333.6631369,333.5860195,333.4592837,333.3668438,333.2546284,333.1702269,333.0985072,332.9764469
0.00225,0.965354057,334.3622823,334.254284,334.147515,334.0117627,333.8890801,333.8098915,333.6615469,333.5842247,333.4575904,333.3652327,333.2529532,333.1684625,333.0969604,332.9749283
0.00225,0.96526296,334.3603667,334.2526458,334.1456035,334.0099818,333.8873263,333.8083857,333.6599462,333.5824094,333.4558812,333.3636084,333.2512618,333.1666809,333.0954026,332.9733993
0.00225,0.965171863,334.3580172,334.2505726,334.1432616,334.0077709,333.8851441,333.8064415,333.6579181,333.5801708,333.4537508,333.3615612,333.2491516,333.1644911,333.0934274,332.971452
0.00225,0.965080766,334.3557303,334.2485314,334.1409649,334.0055868,333.8829787,333.8044742,333.6558772,333.5779293,333.4516033,333.3594796,333.2470073,333.162278,333.0913921,332.9694322
0.00225,0.964989669,334.3540684,334.2471336,334.139296,334.0040401,333.8814519,333.8031649,333.6544846,333.576323,333.4500961,333.358045,333.2455041,333.1606958,333.0900049,332.9680609
0.00225,0.964898573,334.3521119,334.2454588,334.1373418,334.0022192,333.879657,333.8016097,333.6528413,333.5744589,333.4483403,333.3563716,333.2437614,333.1588701,333.0883934,332.9664719
0.00225,0.964807476,334.3500917,334.2437351,334.1353226,334.0003396,333.877804,333.8000038,333.6511457,333.5725301,333.4465255,333.3546418,333.2419587,333.156982,333.0867269,332.9648274
0.00225,0.964716379,334.3482964,334.2422147,334.1335366,333.9986876,333.8761805,333.798621,333.6496778,333.5708481,333.4449524,333.3531554,333.2404052,333.1553436,333.0853096,332.9634364
0.00225,0.964625282,334.3458511,334.2400022,334.1311107,333.9963807,333.8739021,333.7965573,333.6475428,333.568539,333.4427396,333.3510268,333.2382232,333.1530855,333.0832579,332.9614157
0.00225,0.964534185,334.3436197,334.2380447,334.1288933,333.9942986,333.8718482,333.794735,333.6456443,333.5664345,333.4407445,333.3491207,333.2362543,333.1510367,333.0814297,332.9596148
0.00225,0.964443088,334.3416524,334.2363039,334.1269344,333.9924529,333.8700226,333.7930994,333.6439458,333.5645619,333.4389627,333.3474156,333.2344943,333.1492054,333.0797894,332.9579962
0.00225,0.964351991,334.3400677,334.2349569,334.1253467,333.990978,333.8685628,333.7918323,333.642607,333.5630341,333.4375247,333.3460502,333.2330669,333.1477006,333.0784747,332.9566969
0.00225,0.964260894,334.3384653,334.2336226,334.1237453,333.9895052,333.8671102,333.7906068,333.6412954,333.5615122,333.4361048,333.3447142,333.2316618,333.1462053,333.077198,332.9554415
0.00225,0.964169797,334.3362261,334.2316733,334.1215134,333.9874134,333.8650437,333.7887792,333.639385,333.5593806,333.4340864,333.342786,333.2296644,333.144121,333.0753426,332.9536107
0.00225,0.9640787,334.3341733,334.2298874,334.1194455,333.9854682,333.8631131,333.7870507,333.637581,333.5573553,333.4321624,333.3409328,333.2277388,333.142118,333.0735309,332.9518094
0.00225,0.963987603,334.3328371,334.2288081,334.1180941,333.9842363,333.8618938,333.7860361,333.6364837,333.5560416,333.430944,333.3397859,333.2265176,333.140809,333.072418,332.9507073
0.00225,0.963896506,334.3308135,334.2270804,334.1160822,333.9823705,333.8600568,333.7844528,333.6348114,333.5541435,333.4291634,333.3381013,333.224761,333.1389597,333.0708091,332.9491274
0.00225,0.963805409,334.3284004,334.2249141,334.1136648,333.9800728,333.8577773,333.782375,333.63266,333.5517918,333.4269104,333.3359233,333.2225164,333.1366409,333.0686823,332.9470189
0.00225,0.963714313,334.3268534,334.2236418,334.1121031,333.978641,333.85636,333.781175,333.6313739,333.5502756,333.4254986,333.3345883,333.221101,333.1351393,333.0673842,332.9457326
0.00225,0.963623216,334.3250674,334.2221424,334.1103181,333.9769959,333.8547359,333.7797795,333.6298974,333.5485722,333.4239075,333.3330838,333.2195207,333.1334737,333.0659375,332.9443036
0.00225,0.963532119,334.3234853,334.2208652,334.1087443,333.9755735,333.8533378,333.7786277,333.6286615,333.5471012,333.4225568,333.3318303,333.2181898,333.1320495,333.0647549,332.9431442
0.00225,0.963441022,334.3210269,334.2186825,334.1063137,333.9732876,333.8510812,333.7765972,333.6265676,333.544811,333.4203825,333.3297565,333.2160565,333.1298359,333.062777,332.9411981
0.00225,0.963349925,334.3187465,334.2166112,334.1040417,333.9711263,333.8489338,333.7746116,333.6245338,333.542619,333.4182776,333.3277294,333.2139768,333.1276875,333.0608141,332.9392554
0.00225,0.963258828,334.3171989,334.2152745,334.1024943,333.9696896,333.8475065,333.7733536,333.6232146,333.5411343,333.4168766,333.3264065,333.212594,333.1262234,333.0595421,332.938002
0.00225,0.963167731,334.3155144,334.2138136,334.1008201,333.9681357,333.8459684,333.7720158,333.6218016,333.5395533,333.4153861,333.3250063,333.2111328,333.1246687,333.058207,332.9366968
0.00225,0.963076634,334.3133385,334.2118873,334.0986526,333.9660992,333.8439506,333.7702109,333.6199203,333.537485,333.4134197,333.3231332,333.2091944,333.1226412,333.0564045,332.9349248
0.00225,0.962985537,334.3116578,334.2104504,334.0969523,333.9645189,333.8423769,333.7688219,333.6184572,333.5358187,333.411848,333.3216367,333.2076233,333.120989,333.0549446,332.9334782
0.00225,0.96289444,334.3101408,334.2092056,334.0954296,333.9631348,333.8410063,333.7676719,333.6172217,333.5343676,333.4105039,333.3203847,333.2062924,333.1195629,333.0537464,332.9323026
0.00225,0.962803343,334.3082454,334.2075832,334.0935323,333.9613767,333.8392643,333.7661451,333.6156178,333.5325511,333.4087977,333.31877,333.2046025,333.1177877,333.0521932,332.9307728
0.00225,0.962712246,334.3060993,334.2056894,334.0913832,333.9593559,333.8372569,333.7643272,333.6137361,333.5304729,333.4068224,333.3168784,333.2026428,333.1157543,333.0503613,332.9289606
0.00225,0.96262115,334.3043175,334.2041648,334.0895861,333.9576868,333.8355956,333.7628519,333.6121923,333.5287201,333.4051715,333.315307,333.2009956,333.1140315,333.0488345,332.9274473
0.00225,0.962530053,334.3024427,334.2025611,334.0876997,333.9559382,333.8338565,333.7613149,333.6105808,333.5268914,333.4034515,333.3136754,333.1992844,333.1122367,333.0472544,332.9258853
0.00225,0.962438956,334.3008266,334.2012044,334.0860664,333.9544367,333.8323607,333.7600071,333.6092021,333.5253004,333.4019652,333.3122723,333.1978013,333.1106748,333.0458947,332.924541
0.00225,0.962347859,334.2989094,334.199522,334.0841315,333.952622,333.8305501,333.7583656,333.6074965,333.5234008,333.4001624,333.3105457,333.1959999,333.1088042,333.0442068,332.9228678
0.00225,0.962256762,334.2971839,334.1980204,334.0823845,333.9509904,333.8289185,333.7568932,333.6059609,333.5216776,333.398531,333.3089888,333.194368,333.1071016,333.0426829,332.9213578
0.00225,0.962165665,334.2956007,334.1966427,334.0807679,333.949477,333.8273975,333.7555069,333.6045159,333.5200521,333.3969868,333.3075088,333.1928134,333.1054793,333.04122,332.9199015
0.00225,0.962074568,334.2939637,334.1952606,334.0790972,333.9479319,333.8258473,333.754117,333.6030623,333.518381,333.3954154,333.3060109,333.1912301,333.1038242,333.0397458,332.9184317
0.00225,0.961983471,334.2921732,334.1936992,334.0772728,333.9462211,333.8241283,333.7525244,333.6014243,333.5165458,333.3936722,333.3043312,333.1894727,333.1020126,333.0380856,332.9167708
0.00225,0.961892374,334.2903689,334.1920871,334.0754256,333.9444661,333.8223576,333.7508432,333.5997067,333.514652,333.3918535,333.3025588,333.1876274,333.1001244,333.036311,332.9149854
0.00225,0.961801277,334.289285,334.1912175,334.074296,333.943442,333.8213163,333.7499222,333.5987277,333.5134773,333.39076,333.301523,333.186506,333.0989377,333.0352682,332.9139367
0.00225,0.96171018,334.2882559,334.1904105,334.0732292,333.9424877,333.8203482,333.7490879,333.5978318,333.512386,333.389755,333.3005841,333.1854813,333.0978426,333.0343326,332.9130025
0.00225,0.961619083,334.2871221,334.1894803,334.0720611,333.9414249,333.8192717,333.7481387,333.5968208,333.5111955,333.3886444,333.299537,333.1843517,333.0966438,333.0332849,332.9119589
0.00225,0.961527986,334.2863755,334.1889524,334.0712797,333.9407555,333.8185899,333.7476151,333.5962135,333.5103932,333.3879252,333.2988876,333.1836106,333.0958143,333.0326285,332.9113111
0.00225,0.96143689,334.2862114,334.1890413,334.0711019,333.9407122,333.818545,333.7477838,333.5962785,333.5102503,333.3878821,333.2989389,333.1835654,333.0956583,333.0327004,332.9114092
