% Model,sim8_Out_t.mph,,,,,,,,,,,,,,
% Version,COMSOL 5.5.0.359,,,,,,,,,,,,,,
% Date,"Mar 7 2022, 15:13",,,,,,,,,,,,,,
% Dimension,2,,,,,,,,,,,,,,
% Nodes,10649,,,,,,,,,,,,,,
% Expressions,14,,,,,,,,,,,,,,
% Description,Temperature,,,,,,,,,,,,,,
% Length unit,m,0.7136,0.71986,0.72612,0.73238,0.73865,0.74491,0.75117,0.75743,0.76369,0.76995,0.77622,0.78248,0.78874,0.795
% r,z,T (K) @ thermalCo=0.7136,T (K) @ thermalCo=0.71986,T (K) @ thermalCo=0.72612,T (K) @ thermalCo=0.73238,T (K) @ thermalCo=0.73865,T (K) @ thermalCo=0.74491,T (K) @ thermalCo=0.75117,T (K) @ thermalCo=0.75743,T (K) @ thermalCo=0.76369,T (K) @ thermalCo=0.76995,T (K) @ thermalCo=0.77622,T (K) @ thermalCo=0.78248,T (K) @ thermalCo=0.78874,T (K) @ thermalCo=0.795
0,0,0.7136,0.71986,0.72612,0.73238,0.73865,0.74491,0.75117,0.75743,0.76369,0.76995,0.77622,0.78248,0.78874,0.795
0.00225,0.969908903,332.9620188,332.9168381,332.8400341,332.6645007,332.5829199,332.4948055,332.3878867,332.2708053,332.2117759,332.0915422,331.991953,331.9166375,331.7919303,331.7542752
0.00225,0.97,332.838427,332.7946168,332.7191848,332.5450578,332.4648499,332.3779617,332.2723418,332.1565006,332.09871,331.9796969,331.8812893,331.8070601,331.6835543,331.6470813
0.00225,0.969817806,332.9107219,332.8663718,332.790326,332.6154338,332.5344748,332.4472064,332.3409293,332.2245509,332.1661669,332.0465535,331.9476051,331.8730602,331.748843,331.7116703
0.00225,0.969726709,332.8955159,332.8512269,332.7751946,332.6002336,332.5192025,332.4320753,332.3257737,332.2094308,332.1510502,332.031435,331.932509,331.8581167,331.7338192,331.6965666
0.00225,0.969635612,332.899775,332.855488,332.7794098,332.6043227,332.5231615,332.4361206,332.3297346,332.2133602,332.1549167,332.035238,331.9362672,331.8619593,331.7375188,331.7001149
0.00225,0.969544515,332.8945834,332.8504212,332.7744174,332.5993232,332.5181483,332.43131,332.3249529,332.2086583,332.1502624,332.0306294,331.9317195,331.8576014,331.7331223,331.6956694
0.00225,0.969453418,332.8929474,332.8488543,332.7728712,332.5977105,332.5164676,332.4297738,332.3233912,332.2071284,332.1487316,332.0290919,331.9301952,331.8562205,331.7316525,331.6941079
0.00225,0.969362322,332.8898785,332.8458703,332.769926,332.594728,332.5134428,332.4269111,332.3205266,332.2043111,332.145932,332.0263084,331.9274417,331.85362,331.7289901,331.6913746
0.00225,0.969271225,332.8881246,332.8441812,332.7682561,332.5930018,332.5116561,332.4252677,332.318863,332.2026776,332.1442993,332.0246749,331.9258206,331.8521338,331.727427,331.6897268
0.00225,0.969180128,332.8861637,332.8422935,332.7663918,332.5910881,332.5096823,332.4234509,332.3170304,332.2008805,332.1425078,332.0228885,331.9240504,331.8505084,331.7257267,331.6879415
0.00225,0.969089031,332.8841199,332.8403322,332.7644572,332.5891016,332.5076305,332.4215783,332.3151432,332.1990323,332.1406666,332.0210566,331.9222382,331.8488596,331.7239979,331.6861174
0.00225,0.968997934,332.8816902,332.8379907,332.7621504,332.5867437,332.5052155,332.4193497,332.3129052,332.1968382,332.1384844,332.0188883,331.9200945,331.8468855,331.7219479,331.6839758
0.00225,0.968906837,332.8789566,332.8353359,332.7595286,332.5840764,332.5025004,332.4168096,332.3103592,332.1943325,332.1359909,332.0164111,331.917641,331.844589,331.7195863,331.6815313
0.00225,0.96881574,332.8763817,332.8328059,332.7570165,332.5815268,332.4999183,332.4143523,332.3078954,332.1918893,332.1335517,332.0139834,331.9152238,331.8422771,331.7172311,331.6791137
0.00225,0.968724643,332.8749713,332.8314408,332.7556657,332.5801217,332.4984676,332.4130237,332.3065477,332.1905577,332.1322166,332.0126478,331.9138901,331.8410464,331.7159406,331.6777502
0.00225,0.968633546,332.8733764,332.8299325,332.7541972,332.5785875,332.4968778,332.4115958,332.3050999,332.189153,332.1308223,332.0112531,331.9125129,331.8398219,331.7146309,331.6763574
0.00225,0.968542449,332.8714063,332.8280452,332.7523484,332.5766836,332.4949225,332.4097997,332.303289,332.1873849,332.1290676,332.0095032,331.9107827,331.8382429,331.7129749,331.6746234
0.00225,0.968451352,332.868624,332.8253373,332.7496734,332.5739644,332.4921532,332.4071749,332.300651,332.1847858,332.1264821,332.0069237,331.9082211,331.8358202,331.7104835,331.6720616
0.00225,0.968360255,332.8661374,332.8229276,332.7472901,332.5715304,332.4896549,332.4048528,332.2983122,332.1824817,332.1241856,332.0046363,331.9059478,331.8337039,331.7082898,331.6697749
0.00225,0.968269159,332.8636341,332.8204976,332.7448905,332.5690826,332.4871541,332.4025183,332.2959649,332.180169,332.1218827,332.002344,331.9036706,331.8315748,331.7060914,331.6674928
0.00225,0.968178062,332.8612516,332.8181803,332.7426016,332.5667442,332.484767,332.4002833,332.2937155,332.17795,332.1196713,332.00014,331.9014785,331.8295177,331.7039682,331.6652911
0.00225,0.968086965,332.8592622,332.8162521,332.7406999,332.5647868,332.4827593,332.3984261,332.2918403,332.176101,332.1178262,331.9982989,331.8996455,331.8278152,331.7021965,331.6634382
0.00225,0.967995868,332.8568615,332.8139211,332.738403,332.5624359,332.4803627,332.3961932,332.2895944,332.1738879,332.115622,331.9961041,331.897465,331.8257765,331.7000905,331.6612521
0.00225,0.967904771,332.8545254,332.8116352,332.7361434,332.560124,332.4780138,332.3939824,332.2873703,332.171685,332.113422,331.9939107,331.8952799,331.8237062,331.6979638,331.6590544
0.00225,0.967813674,332.8523873,332.8095547,332.7340927,332.5580134,332.4758608,332.3919797,332.2853512,332.1696901,332.1114294,331.9919228,331.8933008,331.8218519,331.6960447,331.6570574
0.00225,0.967722577,332.8503657,332.8075893,332.7321553,332.5560162,332.4738191,332.3900886,332.2834425,332.1678041,332.1095449,331.9900424,331.8914275,331.8201021,331.6942295,331.6551632
0.00225,0.96763148,332.8484984,332.8057812,332.7303759,332.5541756,332.4719309,332.3883533,332.2816878,332.1660735,332.1078158,331.9883162,331.8897077,331.8185085,331.6925668,331.65342
0.00225,0.967540383,332.8466776,332.8040212,332.7286457,332.5523853,332.4700924,332.3866667,332.2799811,332.1643921,332.1061376,331.9866403,331.8880376,331.8169644,331.6909529,331.6517275
0.00225,0.967449286,332.845165,332.8025699,332.7272209,332.5508991,332.4685508,332.3852762,332.2785665,332.1630021,332.1047492,331.9852511,331.8866513,331.8157048,331.6896179,331.6503109
0.00225,0.967358189,332.8439099,332.8013845,332.7260625,332.5496777,332.4672639,332.3841533,332.2774165,332.1618811,332.1036305,331.9841311,331.8855345,331.8147283,331.6885565,331.64916
0.00225,0.967267092,332.8420596,332.7996097,332.7243146,332.5478761,332.4653929,332.3824528,332.2756912,332.1601899,332.1019459,331.9824493,331.8838585,331.8132008,331.6869446,331.6474594
0.00225,0.967175995,332.8400653,332.7976864,332.7224108,332.5459228,332.4633633,332.3805997,332.2738121,332.1583403,332.1001002,331.9806085,331.8820197,331.8115117,331.6851714,331.6455915
0.00225,0.967084899,332.8383906,332.7960824,332.7208254,332.5442868,332.4616473,332.3790545,332.272237,332.1567945,332.0985573,331.9790668,331.8804767,331.8101158,331.6836868,331.6440122
0.00225,0.966993802,332.8365141,332.7942858,332.7190539,332.542468,332.4597491,332.3773361,332.270491,332.155085,332.0968563,331.9773702,331.8787827,331.8085795,331.6820601,331.6422924
0.00225,0.966902705,332.8343737,332.7922128,332.7169939,332.5403827,332.4575835,332.3753154,332.2684434,332.1530697,332.0948501,331.9753673,331.8767772,331.8067076,331.6801078,331.6402633
0.00225,0.966811608,332.8327238,332.7906183,332.715395,332.538767,332.4558736,332.3737214,332.2668137,332.1514634,332.0932461,331.9737577,331.8751535,331.8051967,331.6785127,331.638594
0.00225,0.966720511,332.8313446,332.7893216,332.7141096,332.5374495,332.4544529,332.3724657,332.2655215,332.1502069,332.0919968,331.9725062,331.8738953,331.8040928,331.6773059,331.6372926
0.00225,0.966629414,332.8292666,332.7873316,332.7121405,332.5354539,332.4523663,332.3705504,332.2635785,332.148305,332.0901091,331.970624,331.8720137,331.802372,331.6754903,331.6353892
0.00225,0.966538317,332.8274091,332.7855538,332.7103806,332.5336664,332.4504933,332.3688465,332.2618485,332.1466084,332.0884231,331.9689448,331.8703325,331.8008431,331.6738729,331.6336837
0.00225,0.96644722,332.82545,332.7836774,332.708533,332.5317915,332.4485521,332.3670745,332.2600604,332.1448561,332.0866868,331.9672212,331.8686139,331.7992742,331.6722275,331.6319603
0.00225,0.966356123,332.8231477,332.781457,332.7063463,332.5295711,332.4462772,332.3649751,332.2579504,332.1427799,332.0846272,331.9651784,331.8665797,331.7973888,331.6702739,331.6299313
0.00225,0.966265026,332.8213701,332.7797589,332.7046692,332.5278597,332.4444859,332.3633597,332.256311,332.1411714,332.0830298,331.9635901,331.8649892,331.7959514,331.6687515,331.6283223
0.00225,0.966173929,332.8197075,332.7781708,332.7030969,332.5262565,332.4427996,332.3618442,332.2547695,332.1396575,332.0815252,331.9620937,331.8634869,331.7945969,331.6673124,331.6267969
0.00225,0.966082832,332.8177723,332.776316,332.701261,332.5243942,332.4408541,332.3600807,332.2529831,332.1379018,332.0797824,331.9603638,331.861753,331.793019,331.665651,331.6250483
0.00225,0.965991736,332.8154655,332.774085,332.6990459,332.522159,332.4385379,332.3579418,332.2508233,332.1357703,332.0776637,331.9582604,331.8596446,331.791061,331.6636152,331.6229287
0.00225,0.965900639,332.8135723,332.7722658,332.6972434,332.5203354,332.4366359,332.3562083,332.2490681,332.134041,332.0759469,331.9565565,331.8579332,331.789493,331.6619697,331.6212032
0.00225,0.965809542,332.8116605,332.7704214,332.6954148,332.5184901,332.4347216,332.3544444,332.2472858,332.1322811,332.0741999,331.9548223,331.856191,331.7878788,331.6602871,331.619452
0.00225,0.965718445,332.8099858,332.7688226,332.6938323,332.5168849,332.4330361,332.3529296,332.2457482,332.1307675,332.0726989,331.9533339,331.8546923,331.7865236,331.6588529,331.6179379
0.00225,0.965627348,332.8083874,332.7673019,332.6923311,332.5153618,332.4314368,332.3515014,332.2442998,332.1293445,332.0712908,331.9519401,331.85329,331.7852657,331.6575184,331.6165262
0.00225,0.965536251,332.8062267,332.7652231,332.6902764,332.5132863,332.4292896,332.3495307,332.2423127,332.1273863,332.0693513,331.9500184,331.8513635,331.7834885,331.6556682,331.6146011
0.00225,0.965445154,332.804335,332.7634061,332.6884774,332.5114667,332.4273961,332.3478048,332.2405675,332.1256623,332.0676429,331.9483251,331.8496586,331.7819228,331.6540299,331.6128894
0.00225,0.965354057,332.8026714,332.76182,332.6869091,332.509877,332.4257281,332.3463108,332.2390527,332.1241687,332.0661652,331.9468628,331.8481829,331.7805908,331.6526221,331.6114058
0.00225,0.96526296,332.8009945,332.7602232,332.6853294,332.5082784,332.4240472,332.34481,332.2375308,332.1226691,332.0646829,331.9453978,331.8467034,331.7792602,331.651214,331.6099207
0.00225,0.965171863,332.7989119,332.758219,332.6833413,332.5062791,332.4219682,332.3429107,332.2356138,332.1207745,332.0628077,331.9435438,331.8448354,331.7775392,331.6494217,331.608056
0.00225,0.965080766,332.7967755,332.7561443,332.6812713,332.5042014,332.4198119,332.3409119,332.2335956,332.1187693,332.0608157,331.9415699,331.8428415,331.7756711,331.6474892,331.6060557
0.00225,0.964989669,332.7952722,332.7547074,332.6798395,332.502756,332.4182812,332.3395459,332.232206,332.1173912,332.0594495,331.9402192,331.841466,331.7744257,331.6461717,331.6046647
0.00225,0.964898573,332.7935441,332.7530545,332.6781966,332.5011006,332.4165391,332.3379821,332.2306204,332.1158225,332.0578969,331.9386855,331.83991,331.7730116,331.6446835,331.6031012
0.00225,0.964807476,332.7917563,332.7513439,332.676495,332.4993873,332.4147337,332.3363632,332.2289783,332.1141973,332.0562882,331.9370969,331.8382964,331.7715452,331.6431399,331.6014793
0.00225,0.964716379,332.7902241,332.7498903,332.6750542,332.4979336,332.4131932,332.3350043,332.2275978,332.1128375,332.0549466,331.935775,331.836952,331.7703468,331.6418654,331.6001302
0.00225,0.964625282,332.7880762,332.7478195,332.6730031,332.4958704,332.4110594,332.3330333,332.2256116,332.1108774,332.0530086,331.9338566,331.8350183,331.7685487,331.6400009,331.5982058
0.00225,0.964534185,332.7861383,332.7459626,332.6711617,332.4940194,332.4091252,332.3312789,332.2238382,332.1091265,332.0512802,331.9321499,331.8332888,331.7669649,331.6383443,331.5964816
0.00225,0.964443088,332.7843979,332.7442923,332.6695046,332.4923519,332.4073839,332.3296914,332.2222327,332.1075395,332.0497139,331.9306011,331.8317159,331.765518,331.6368321,331.5949127
0.00225,0.964351991,332.7829701,332.7429305,332.6681517,332.4909841,332.4059367,332.3283967,332.2209155,332.106235,332.0484261,331.9293274,331.8304126,331.7643368,331.6355822,331.5936022
0.00225,0.964260894,332.7815685,332.7416048,332.666838,332.4896528,332.4045177,332.3271498,332.2196442,332.1049802,332.0471902,331.928107,331.8291623,331.7632248,331.6343933,331.5923445
0.00225,0.964169797,332.7795932,332.7397109,332.664958,332.4877624,332.402537,332.3253548,332.2178278,332.1031841,332.0454173,331.9263557,331.8273822,331.7615934,331.6326861,331.5905679
0.00225,0.9640787,332.7776658,332.7378457,332.6630925,332.4858918,332.4005725,332.3235576,332.2160061,332.1013712,332.0436195,331.9245767,331.8255671,331.7599075,331.6309304,331.5887422
0.00225,0.963987603,332.7764269,332.7366679,332.6619145,332.4847013,332.3992863,332.3224318,332.2148518,332.1002242,332.0424841,331.9234542,331.8244055,331.7588707,331.6298183,331.5875574
0.00225,0.963896506,332.7746962,332.7350216,332.6602823,332.4830608,332.3975495,332.3208876,332.2132854,332.0986799,332.0409635,331.9219559,331.8228769,331.757497,331.6283652,331.58603
0.00225,0.963805409,332.7724663,332.7328572,332.6581209,332.4809,332.3952976,332.3188,332.2111773,332.096586,332.0388892,331.9199023,331.8207909,331.7555424,331.626344,331.5839433
0.00225,0.963714313,332.7710426,332.7314977,332.6567566,332.4795318,332.3938221,332.3174967,332.209845,332.0952611,332.0375786,331.9186084,331.8194529,331.7543379,331.6250622,331.5825846
0.00225,0.963623216,332.7694737,332.7300018,332.6552631,332.4780359,332.3922217,332.3160778,332.2084004,332.0938289,332.0361663,331.9172163,331.8180187,331.7530454,331.6236928,331.581141
0.00225,0.963532119,332.7681613,332.7287718,332.654041,332.4768091,332.390887,332.3149381,332.2072346,332.0926798,332.0350412,331.916113,331.8168722,331.7520531,331.6226176,331.5799892
