% Model,sim9_Out_t.mph,,,,,,,,,,,,,,
% Version,COMSOL 5.5.0.359,,,,,,,,,,,,,,
% Date,"Mar 7 2022, 15:14",,,,,,,,,,,,,,
% Dimension,2,,,,,,,,,,,,,,
% Nodes,10649,,,,,,,,,,,,,,
% Expressions,14,,,,,,,,,,,,,,
% Description,Temperature,,,,,,,,,,,,,,
% Length unit,m,0.8013,0.80755,0.81381,0.82006,0.82632,0.83257,0.83882,0.84508,0.85133,0.85758,0.86384,0.87009,0.87635,0.8826
% r,z,T (K) @ thermalCo=0.8013,T (K) @ thermalCo=0.80755,T (K) @ thermalCo=0.81381,T (K) @ thermalCo=0.82006,T (K) @ thermalCo=0.82632,T (K) @ thermalCo=0.83257,T (K) @ thermalCo=0.83882,T (K) @ thermalCo=0.84508,T (K) @ thermalCo=0.85133,T (K) @ thermalCo=0.85758,T (K) @ thermalCo=0.86384,T (K) @ thermalCo=0.87009,T (K) @ thermalCo=0.87635,T (K) @ thermalCo=0.8826
0,0,0.8013,0.80755,0.81381,0.82006,0.82632,0.83257,0.83882,0.84508,0.85133,0.85758,0.86384,0.87009,0.87635,0.8826
0.00225,0.969908903,331.6502651,331.5759228,331.4563586,331.3845315,331.2839215,331.2037771,331.1205203,331.0336607,330.9347266,330.873325,330.7672495,330.6993837,330.6034708,330.5371756
0.00225,0.97,331.5441615,331.4708481,331.3523658,331.2816326,331.1820651,331.1029306,331.0206532,330.9348104,330.8367946,330.7763639,330.6712285,330.6042599,330.5092796,330.4438769
0.00225,0.969817806,331.6082906,331.5346261,331.4155863,331.3442151,331.2441224,331.1644931,331.0817862,330.9953651,330.8970137,330.836037,330.7304366,330.6630704,330.5675614,330.5017068
0.00225,0.969726709,331.5932447,331.5196944,331.4006508,331.3292182,331.2291328,331.1495171,331.0668637,330.980404,330.8821578,330.8211501,330.7155733,330.6482592,330.5527251,330.4868877
0.00225,0.969635612,331.5967793,331.5232702,331.4041563,331.3325907,331.2324428,331.1527692,331.070097,330.9835248,330.8853125,330.824201,330.7185769,330.6512391,330.5556068,330.4897138
0.00225,0.969544515,331.5924204,331.5190504,331.3999649,331.3283617,331.2282469,331.1486086,331.0660092,330.9794142,330.8813266,330.8201995,330.7146153,330.6473386,330.5516922,330.4858274
0.00225,0.969453418,331.5909025,331.5176306,331.3985281,331.3268462,331.226722,331.1470789,331.0645135,330.9778576,330.8798559,330.8186766,330.713094,330.6458445,330.5501485,330.4842766
0.00225,0.969362322,331.5882261,331.5150612,331.3959627,331.3242215,331.2241063,331.1444732,331.0619554,330.9752557,330.8773515,330.8161361,330.710572,330.6433595,330.5476306,330.4817658
0.00225,0.969271225,331.5866189,331.513544,331.3944354,331.3226217,331.2225018,331.1428637,331.0603799,330.9736238,330.8758024,330.8145382,330.7089817,330.6417917,330.5460193,330.4801494
0.00225,0.969180128,331.5848784,331.5118994,331.3927853,331.3208988,331.220779,331.1411379,331.058692,330.9718801,330.8741481,330.8128347,330.7072913,330.6401251,330.5443107,330.4784384
0.00225,0.969089031,331.5831052,331.5102337,331.3911164,331.3191496,331.2190317,331.1393894,331.0569867,330.970113,330.8724833,330.8111161,330.7055892,330.6384506,330.54259,330.4767172
0.00225,0.968997934,331.5810199,331.5082613,331.3891456,331.3171015,331.2169893,331.1373494,331.0549952,330.9680622,330.8705401,330.8091225,330.7036158,330.6365083,330.5406045,330.4747342
0.00225,0.968906837,331.5786289,331.5059745,331.3868652,331.3147515,331.2146478,331.1350105,331.0527046,330.9657178,330.8682987,330.8068357,330.7013527,330.6342738,330.5383329,330.4724669
0.00225,0.96881574,331.5762443,331.5036557,331.3845547,331.312388,331.2122904,331.1326489,331.0503772,330.9633477,330.8660016,330.8045025,330.6990406,330.6319741,330.5360069,330.4701421
0.00225,0.968724643,331.5749076,331.5023798,331.3832757,331.311045,331.2109432,331.1312873,331.0490419,330.9619602,330.8646782,330.8031337,330.6976834,330.6306204,330.5346182,330.4687448
0.00225,0.968633546,331.5735655,331.5011384,331.3820265,331.3097206,331.2096154,331.1299519,331.0477479,330.9606079,330.8634142,330.8018191,330.6963796,330.6293382,330.5332928,330.4674124
0.00225,0.968542449,331.5718842,331.4995578,331.3804442,331.3080685,331.2079645,331.1282975,331.046138,330.9589446,330.8618423,330.8002014,330.694777,330.6277605,330.5316768,330.4657936
0.00225,0.968451352,331.5693716,331.4971375,331.3780252,331.3055867,331.2054863,331.1258173,331.0437,330.9564599,330.8594438,330.7977624,330.6923547,330.6253627,330.5292462,330.4633629
0.00225,0.968360255,331.5671335,331.4949977,331.3758879,331.3033692,331.2032721,331.1235954,331.0415218,330.9542203,330.8573032,330.7955677,330.690181,330.6232082,330.5270498,330.4611641
