% Model,sim1_Out_t.mph,,,,,,,,,,,,,,
% Version,COMSOL 5.5.0.359,,,,,,,,,,,,,,
% Date,"Mar 7 2022, 12:24",,,,,,,,,,,,,,
% Dimension,2,,,,,,,,,,,,,,
% Nodes,10649,,,,,,,,,,,,,,
% Expressions,14,,,,,,,,,,,,,,
% Description,Temperature,,,,,,,,,,,,,,
% Length unit,m,0.1,0.10626,0.11252,0.11878,0.12505,0.13131,0.13757,0.14383,0.15009,0.15635,0.16262,0.16888,0.17514,0.1814
% r,z,T (K) @ thermalCo=0.1,T (K) @ thermalCo=0.10626,T (K) @ thermalCo=0.11252,T (K) @ thermalCo=0.11878,T (K) @ thermalCo=0.12505,T (K) @ thermalCo=0.13131,T (K) @ thermalCo=0.13757,T (K) @ thermalCo=0.14383,T (K) @ thermalCo=0.15009,T (K) @ thermalCo=0.15635,T (K) @ thermalCo=0.16262,T (K) @ thermalCo=0.16888,T (K) @ thermalCo=0.17514,T (K) @ thermalCo=0.1814
0,0,0.1,0.10626,0.11252,0.11878,0.12505,0.13131,0.13757,0.14383,0.15009,0.15635,0.16262,0.16888,0.17514,0.1814
0.00225,0.969908903,363.0462561,361.751232,360.5408546,359.4273557,358.4136762,357.462988,356.5993188,355.7347239,354.9396607,354.2373062,353.4515688,352.7849832,352.1755647,351.585163
0.00225,0.97,361.6387835,360.4397159,359.3144924,358.2769355,357.3322129,356.4438111,355.6361333,354.8220741,354.0729703,353.4122929,352.6650493,352.0335673,351.4566178,350.8959214
0.00225,0.969817806,362.1979405,360.9614985,359.8040235,358.7379658,357.7655874,356.8520334,356.0224433,355.1893158,354.4226983,353.746918,352.9852144,352.3412003,351.7517084,351.1807623
0.00225,0.969726709,362.544975,361.2753753,360.0886278,358.9963844,357.9992112,357.0632352,356.2138776,355.3633031,354.5807044,353.8908946,353.1162627,352.4608204,351.8601369,351.2798795
0.00225,0.969635612,362.5084649,361.2426776,360.0600185,358.971639,357.9766994,357.0426989,356.1956409,355.3475826,354.5670166,353.8794619,353.1067337,352.4532697,351.8535569,351.2750737
0.00225,0.969544515,362.5604152,361.2858416,360.0958392,359.0010694,357.9994442,357.0595586,356.2078146,355.3560367,354.5721107,353.8819378,353.1069582,352.4516885,351.8498304,351.2701489
0.00225,0.969453418,362.5967693,361.3202843,360.1282826,359.0313164,358.0261203,357.0827754,356.2282142,355.3742191,354.5880872,353.8962102,353.1197341,352.463263,351.8597194,351.279242
0.00225,0.969362322,362.5962296,361.3230712,360.1336394,359.0384807,358.03306,357.0889381,356.233632,355.3790706,354.5918883,353.8992837,353.1219716,352.4648997,351.8599378,351.2790648
0.00225,0.969271225,362.5909319,361.3202502,360.1332067,359.0402876,358.0358353,357.092383,356.2376515,355.3837269,354.5965353,353.9042159,353.1267927,352.4698774,351.8640458,351.2832501
0.00225,0.969180128,362.5662814,361.2960786,360.1099483,359.0184391,358.0153186,357.0735151,356.2203569,355.3681191,354.5820204,353.8912257,353.1147224,352.4592613,351.8538142,351.2741948
0.00225,0.969089031,362.5716279,361.2984849,360.1099878,359.0167146,358.0117684,357.0687293,356.2146248,355.361926,354.5750933,353.8841996,353.1073607,352.4522464,351.8462958,351.2671206
0.00225,0.968997934,362.5940727,361.3170144,360.12548,359.0299155,358.0226475,357.0777228,356.2218416,355.367791,354.579357,353.8872447,353.1093082,352.4534869,351.8461594,351.2665174
0.00225,0.968906837,362.6294231,361.3479218,360.152719,359.0542693,358.0444971,357.0975914,356.2396156,355.3838188,354.5934121,353.8994467,353.120064,352.4629503,351.8538767,351.2731557
0.00225,0.96881574,362.6269932,361.3468402,360.1529841,359.0559299,358.0472987,357.1015539,356.2442985,355.3892141,354.5989375,353.9050114,353.125685,352.4686594,351.8589623,351.2780792
0.00225,0.968724643,362.594903,361.3147958,360.1219269,359.0265291,358.0200924,357.0768269,356.2218398,355.3690637,354.5805234,353.888552,353.1106623,352.4555268,351.8467465,351.2672127
0.00225,0.968633546,362.589418,361.3046731,360.1087342,359.0113773,358.0041813,357.0608667,356.205988,355.3536596,354.5653536,353.8741163,353.0966485,352.4425624,351.8339973,351.255239
0.00225,0.968542449,362.5972419,361.3089482,360.1104209,359.0111492,358.0030174,357.059287,356.2039799,355.3514596,354.5628382,353.8715758,353.0941026,352.4402922,351.8313875,351.2526965
0.00225,0.968451352,362.5872584,361.3008993,360.103668,359.0053079,357.9975397,357.0541406,356.1990426,355.3468648,354.5581488,353.8671387,353.0897178,352.4363449,351.8270771,351.2486195
0.00225,0.968360255,362.5924246,361.3043065,360.105676,359.0062352,357.9972002,357.0527677,356.1968152,355.3441933,354.5547552,353.8634569,353.0857334,352.4325029,351.822559,351.2442265
0.00225,0.968269159,362.6006138,361.3126768,360.1137698,359.0137701,358.0037146,357.0582561,356.2011946,355.347721,354.557195,353.8649875,353.0866508,352.4329878,351.8220956,351.2432994
0.00225,0.968178062,362.5919626,361.3066583,360.1098048,359.0114425,358.0023424,357.0576115,356.2009312,355.3478719,354.5572072,353.8649794,353.0866215,352.4331309,351.8216158,351.2427262
0.00225,0.968086965,362.5784644,361.2941712,360.0984688,359.0013504,357.9932516,357.0495396,356.1937007,355.341582,354.5513195,353.8596985,353.0817931,352.4290399,351.8173447,351.238851
0.00225,0.967995868,362.5777727,361.293248,360.0973291,359.0000319,357.9916302,357.0477261,356.1916282,355.3394608,354.5488242,353.856997,353.0790222,352.4263962,351.814164,351.2355949
0.00225,0.967904771,362.5595236,361.2778209,360.0843678,358.9892385,357.9824925,357.0400528,356.1850935,355.3340397,354.5439496,353.852706,353.0752736,352.4232998,351.8109361,351.2326228
0.00225,0.967813674,362.5466183,361.2653602,360.0724975,358.9780896,357.971889,357.0300885,356.1756803,355.3253385,354.5354853,353.8446865,353.0676334,352.4163106,351.8037664,351.2258035
0.00225,0.967722577,362.5374035,361.2568038,360.0645939,358.9708516,357.9650778,357.0237444,356.169674,355.3198207,354.5300028,353.8393707,353.0625393,352.4116202,351.7987295,351.2208795
0.00225,0.96763148,362.5325181,361.2520245,360.0599638,358.9664411,357.9607238,357.0195262,356.1655029,355.3158912,354.525895,353.8352187,353.0584451,352.4077568,351.7943749,351.2164861
0.00225,0.967540383,362.5285182,361.2483857,360.0566083,358.9633648,357.9577528,357.0167089,356.1627445,355.3133779,354.523222,353.83248,353.0557659,352.4052586,351.7913688,351.2133834
0.00225,0.967449286,362.5213889,361.2426545,360.0519024,358.9595064,357.9543628,357.0137431,356.1600254,355.3110537,354.5208028,353.8300731,353.0534428,352.4031631,351.7887449,351.2106785
0.00225,0.967358189,362.5195679,361.2419751,360.0519905,358.9602107,357.9552453,357.0147807,356.1610217,355.3121898,354.5215616,353.8305726,353.0538067,352.4035465,351.7883294,351.2099817
0.00225,0.967267092,362.5154493,361.2399553,360.0515324,358.9610707,357.9568138,357.0169547,356.1635081,355.3151123,354.5242979,353.8332296,353.0564273,352.4062922,351.7902398,351.2116467
0.00225,0.967175995,362.5121549,361.2387063,360.0517883,358.9625904,357.9590074,357.0197202,356.1665613,355.318604,354.5276287,353.8364936,353.0597356,352.4098016,351.7929723,351.2142299
0.00225,0.967084899,362.510049,361.2380479,360.0522587,358.9640887,357.961052,357.0222394,356.1692988,355.3217139,354.5305693,353.8392833,353.0625856,352.4127872,351.7952225,351.2162806
0.00225,0.966993802,362.5299202,361.2571059,360.0703833,358.9813387,357.977153,357.0372586,356.1830959,355.3345851,354.5422138,353.8495795,353.0721811,352.4215633,351.8026213,351.2227145
0.00225,0.966902705,362.536725,361.2663359,360.0815213,358.9940516,357.9908308,357.0516023,356.1976468,355.3493287,354.5566891,353.8632727,353.0857683,352.4345371,351.8145235,351.2336136
0.00225,0.966811608,362.4932244,361.2283493,360.048761,358.9663663,357.9675471,357.0323318,356.1818757,355.3368082,354.546614,353.8553986,353.0798162,352.4303793,351.8111462,351.2312837
0.00225,0.966720511,362.4609723,361.1960425,360.0171047,358.9361166,357.9388105,357.0053869,356.1568058,355.3138246,354.5252869,353.8359615,353.0619336,352.4143808,351.7960119,351.2176473
0.00225,0.966629414,362.4370867,361.1722257,359.9938016,358.9138863,357.9176285,356.9854393,356.1381153,355.2965851,354.5091655,353.821029,353.0481369,352.4018606,351.7839804,351.2066418
0.00225,0.966538317,362.4213562,361.1541318,359.9741261,358.8935094,357.8968717,356.9647268,356.117722,355.2768576,354.4900914,353.8026923,353.0306898,352.3854145,351.7680685,351.1917462
